Scheme	Count	Precision	Recall
FgLum	134	100.0	99.25373134328358
BgLum	134	100.0	98.50746268656717
Syn	0	NaN	NaN
BL	64	100.0	95.3125
WS	12	100.0	66.66666666666666
CW	17	100.0	94.11764705882352
