Scheme	Count	Accuracy
FgLum	133.484375	99.52236719478098
BgLum	133.796875	99.75535880708294
Syn	0.28125	100.0
BL	63.765625	98.28998073217727
WS	11.390625	91.23904881101377
CW	17.046875	99.81701738334858
